id,producto_id,sku,color,codigo_color,talla,stock_total,stock_reservado,codigo_barras,imagen,activo,created_at,updated_at
41,22063882,MYN-22063882-32B,Sin especificar,,32B,23,0,0022063882034,https://assets.myntassets.com/assets/images/22063882/2023/2/21/025382e1-1a75-4ffc-a9f9-3be1b3acc0321676968287403GROVERSONSParisBeautyBeigeBra1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
42,22063882,MYN-22063882-32C,Sin especificar,,32C,22,0,0022063882041,https://assets.myntassets.com/assets/images/22063882/2023/2/21/025382e1-1a75-4ffc-a9f9-3be1b3acc0321676968287403GROVERSONSParisBeautyBeigeBra1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
43,22063882,MYN-22063882-34B,Sin especificar,,34B,10,0,0022063882058,https://assets.myntassets.com/assets/images/22063882/2023/2/21/025382e1-1a75-4ffc-a9f9-3be1b3acc0321676968287403GROVERSONSParisBeautyBeigeBra1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
44,22063882,MYN-22063882-34C,Sin especificar,,34C,25,0,0022063882065,https://assets.myntassets.com/assets/images/22063882/2023/2/21/025382e1-1a75-4ffc-a9f9-3be1b3acc0321676968287403GROVERSONSParisBeautyBeigeBra1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
45,22063882,MYN-22063882-36B,Sin especificar,,36B,17,0,0022063882072,https://assets.myntassets.com/assets/images/22063882/2023/2/21/025382e1-1a75-4ffc-a9f9-3be1b3acc0321676968287403GROVERSONSParisBeautyBeigeBra1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
46,22063882,MYN-22063882-36C,Sin especificar,,36C,16,0,0022063882089,https://assets.myntassets.com/assets/images/22063882/2023/2/21/025382e1-1a75-4ffc-a9f9-3be1b3acc0321676968287403GROVERSONSParisBeautyBeigeBra1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
47,22063882,MYN-22063882-38B,Sin especificar,,38B,8,0,0022063882096,https://assets.myntassets.com/assets/images/22063882/2023/2/21/025382e1-1a75-4ffc-a9f9-3be1b3acc0321676968287403GROVERSONSParisBeautyBeigeBra1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
48,22063882,MYN-22063882-38C,Sin especificar,,38C,8,0,0022063882102,https://assets.myntassets.com/assets/images/22063882/2023/2/21/025382e1-1a75-4ffc-a9f9-3be1b3acc0321676968287403GROVERSONSParisBeautyBeigeBra1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
49,22063882,MYN-22063882-40B,Sin especificar,,40B,9,0,0022063882119,https://assets.myntassets.com/assets/images/22063882/2023/2/21/025382e1-1a75-4ffc-a9f9-3be1b3acc0321676968287403GROVERSONSParisBeautyBeigeBra1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
50,22063882,MYN-22063882-40C,Sin especificar,,40C,22,0,0022063882126,https://assets.myntassets.com/assets/images/22063882/2023/2/21/025382e1-1a75-4ffc-a9f9-3be1b3acc0321676968287403GROVERSONSParisBeautyBeigeBra1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
51,19219450,MYN-19219450-30B,Negro,#000000,30B,11,0,0019219450018,https://assets.myntassets.com/assets/images/19219450/2022/7/22/781ca016-820e-4ddd-8837-00fd6d4aa0561658473120673SusieEverydayWirefreeFullCoverageNon-PaddedMeshNecklineBra-B1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
52,19219450,MYN-19219450-30C,Negro,#000000,30C,16,0,0019219450025,https://assets.myntassets.com/assets/images/19219450/2022/7/22/781ca016-820e-4ddd-8837-00fd6d4aa0561658473120673SusieEverydayWirefreeFullCoverageNon-PaddedMeshNecklineBra-B1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
53,19219450,MYN-19219450-30D,Negro,#000000,30D,15,0,0019219450032,https://assets.myntassets.com/assets/images/19219450/2022/7/22/781ca016-820e-4ddd-8837-00fd6d4aa0561658473120673SusieEverydayWirefreeFullCoverageNon-PaddedMeshNecklineBra-B1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
54,19219450,MYN-19219450-32B,Negro,#000000,32B,14,0,0019219450049,https://assets.myntassets.com/assets/images/19219450/2022/7/22/781ca016-820e-4ddd-8837-00fd6d4aa0561658473120673SusieEverydayWirefreeFullCoverageNon-PaddedMeshNecklineBra-B1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
55,19219450,MYN-19219450-32C,Negro,#000000,32C,16,0,0019219450056,https://assets.myntassets.com/assets/images/19219450/2022/7/22/781ca016-820e-4ddd-8837-00fd6d4aa0561658473120673SusieEverydayWirefreeFullCoverageNon-PaddedMeshNecklineBra-B1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
56,19219450,MYN-19219450-32D,Negro,#000000,32D,27,0,0019219450063,https://assets.myntassets.com/assets/images/19219450/2022/7/22/781ca016-820e-4ddd-8837-00fd6d4aa0561658473120673SusieEverydayWirefreeFullCoverageNon-PaddedMeshNecklineBra-B1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
57,19219450,MYN-19219450-34B,Negro,#000000,34B,18,0,0019219450070,https://assets.myntassets.com/assets/images/19219450/2022/7/22/781ca016-820e-4ddd-8837-00fd6d4aa0561658473120673SusieEverydayWirefreeFullCoverageNon-PaddedMeshNecklineBra-B1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
58,19219450,MYN-19219450-34C,Negro,#000000,34C,26,0,0019219450087,https://assets.myntassets.com/assets/images/19219450/2022/7/22/781ca016-820e-4ddd-8837-00fd6d4aa0561658473120673SusieEverydayWirefreeFullCoverageNon-PaddedMeshNecklineBra-B1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
59,19219450,MYN-19219450-34D,Negro,#000000,34D,27,0,0019219450094,https://assets.myntassets.com/assets/images/19219450/2022/7/22/781ca016-820e-4ddd-8837-00fd6d4aa0561658473120673SusieEverydayWirefreeFullCoverageNon-PaddedMeshNecklineBra-B1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
60,19219450,MYN-19219450-34DD,Negro,#000000,34DD,29,0,0019219450100,https://assets.myntassets.com/assets/images/19219450/2022/7/22/781ca016-820e-4ddd-8837-00fd6d4aa0561658473120673SusieEverydayWirefreeFullCoverageNon-PaddedMeshNecklineBra-B1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
61,19219450,MYN-19219450-36B,Negro,#000000,36B,21,0,0019219450117,https://assets.myntassets.com/assets/images/19219450/2022/7/22/781ca016-820e-4ddd-8837-00fd6d4aa0561658473120673SusieEverydayWirefreeFullCoverageNon-PaddedMeshNecklineBra-B1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
62,19219450,MYN-19219450-38B,Negro,#000000,38B,26,0,0019219450124,https://assets.myntassets.com/assets/images/19219450/2022/7/22/781ca016-820e-4ddd-8837-00fd6d4aa0561658473120673SusieEverydayWirefreeFullCoverageNon-PaddedMeshNecklineBra-B1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
63,19219450,MYN-19219450-38C,Negro,#000000,38C,21,0,0019219450131,https://assets.myntassets.com/assets/images/19219450/2022/7/22/781ca016-820e-4ddd-8837-00fd6d4aa0561658473120673SusieEverydayWirefreeFullCoverageNon-PaddedMeshNecklineBra-B1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
64,19219450,MYN-19219450-38D,Negro,#000000,38D,8,0,0019219450148,https://assets.myntassets.com/assets/images/19219450/2022/7/22/781ca016-820e-4ddd-8837-00fd6d4aa0561658473120673SusieEverydayWirefreeFullCoverageNon-PaddedMeshNecklineBra-B1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
65,19219450,MYN-19219450-38DD,Negro,#000000,38DD,11,0,0019219450155,https://assets.myntassets.com/assets/images/19219450/2022/7/22/781ca016-820e-4ddd-8837-00fd6d4aa0561658473120673SusieEverydayWirefreeFullCoverageNon-PaddedMeshNecklineBra-B1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
66,19219450,MYN-19219450-40B,Negro,#000000,40B,28,0,0019219450162,https://assets.myntassets.com/assets/images/19219450/2022/7/22/781ca016-820e-4ddd-8837-00fd6d4aa0561658473120673SusieEverydayWirefreeFullCoverageNon-PaddedMeshNecklineBra-B1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
67,19219450,MYN-19219450-40C,Negro,#000000,40C,29,0,0019219450179,https://assets.myntassets.com/assets/images/19219450/2022/7/22/781ca016-820e-4ddd-8837-00fd6d4aa0561658473120673SusieEverydayWirefreeFullCoverageNon-PaddedMeshNecklineBra-B1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
68,19219450,MYN-19219450-40D,Negro,#000000,40D,8,0,0019219450186,https://assets.myntassets.com/assets/images/19219450/2022/7/22/781ca016-820e-4ddd-8837-00fd6d4aa0561658473120673SusieEverydayWirefreeFullCoverageNon-PaddedMeshNecklineBra-B1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
69,19219450,MYN-19219450-40DD,Negro,#000000,40DD,9,0,0019219450193,https://assets.myntassets.com/assets/images/19219450/2022/7/22/781ca016-820e-4ddd-8837-00fd6d4aa0561658473120673SusieEverydayWirefreeFullCoverageNon-PaddedMeshNecklineBra-B1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
70,19219450,MYN-19219450-42B,Negro,#000000,42B,12,0,0019219450209,https://assets.myntassets.com/assets/images/19219450/2022/7/22/781ca016-820e-4ddd-8837-00fd6d4aa0561658473120673SusieEverydayWirefreeFullCoverageNon-PaddedMeshNecklineBra-B1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
71,19219450,MYN-19219450-42C,Negro,#000000,42C,9,0,0019219450216,https://assets.myntassets.com/assets/images/19219450/2022/7/22/781ca016-820e-4ddd-8837-00fd6d4aa0561658473120673SusieEverydayWirefreeFullCoverageNon-PaddedMeshNecklineBra-B1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
72,19219450,MYN-19219450-42D,Negro,#000000,42D,10,0,0019219450223,https://assets.myntassets.com/assets/images/19219450/2022/7/22/781ca016-820e-4ddd-8837-00fd6d4aa0561658473120673SusieEverydayWirefreeFullCoverageNon-PaddedMeshNecklineBra-B1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
73,19219450,MYN-19219450-44B,Negro,#000000,44B,10,0,0019219450230,https://assets.myntassets.com/assets/images/19219450/2022/7/22/781ca016-820e-4ddd-8837-00fd6d4aa0561658473120673SusieEverydayWirefreeFullCoverageNon-PaddedMeshNecklineBra-B1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
74,19219450,MYN-19219450-44C,Negro,#000000,44C,8,0,0019219450247,https://assets.myntassets.com/assets/images/19219450/2022/7/22/781ca016-820e-4ddd-8837-00fd6d4aa0561658473120673SusieEverydayWirefreeFullCoverageNon-PaddedMeshNecklineBra-B1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
75,19219450,MYN-19219450-44D,Negro,#000000,44D,12,0,0019219450254,https://assets.myntassets.com/assets/images/19219450/2022/7/22/781ca016-820e-4ddd-8837-00fd6d4aa0561658473120673SusieEverydayWirefreeFullCoverageNon-PaddedMeshNecklineBra-B1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
76,22196924,MYN-22196924-30A,Verde,#008000,30A,22,0,0022196924014,https://assets.myntassets.com/assets/images/22196924/2023/3/2/3a647b11-9ec6-4722-bdd7-72af72da45be1677754453330ZivamePushUpWiredMediumCoverageBra-PastelGreen1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
77,22196924,MYN-22196924-30B,Verde,#008000,30B,29,0,0022196924021,https://assets.myntassets.com/assets/images/22196924/2023/3/2/3a647b11-9ec6-4722-bdd7-72af72da45be1677754453330ZivamePushUpWiredMediumCoverageBra-PastelGreen1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
78,22196924,MYN-22196924-30C,Verde,#008000,30C,18,0,0022196924038,https://assets.myntassets.com/assets/images/22196924/2023/3/2/3a647b11-9ec6-4722-bdd7-72af72da45be1677754453330ZivamePushUpWiredMediumCoverageBra-PastelGreen1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
79,22196924,MYN-22196924-32A,Verde,#008000,32A,29,0,0022196924045,https://assets.myntassets.com/assets/images/22196924/2023/3/2/3a647b11-9ec6-4722-bdd7-72af72da45be1677754453330ZivamePushUpWiredMediumCoverageBra-PastelGreen1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
80,22196924,MYN-22196924-32B,Verde,#008000,32B,10,0,0022196924052,https://assets.myntassets.com/assets/images/22196924/2023/3/2/3a647b11-9ec6-4722-bdd7-72af72da45be1677754453330ZivamePushUpWiredMediumCoverageBra-PastelGreen1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
81,22196924,MYN-22196924-32C,Verde,#008000,32C,29,0,0022196924069,https://assets.myntassets.com/assets/images/22196924/2023/3/2/3a647b11-9ec6-4722-bdd7-72af72da45be1677754453330ZivamePushUpWiredMediumCoverageBra-PastelGreen1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
82,22196924,MYN-22196924-34A,Verde,#008000,34A,30,0,0022196924076,https://assets.myntassets.com/assets/images/22196924/2023/3/2/3a647b11-9ec6-4722-bdd7-72af72da45be1677754453330ZivamePushUpWiredMediumCoverageBra-PastelGreen1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
83,22196924,MYN-22196924-34B,Verde,#008000,34B,24,0,0022196924083,https://assets.myntassets.com/assets/images/22196924/2023/3/2/3a647b11-9ec6-4722-bdd7-72af72da45be1677754453330ZivamePushUpWiredMediumCoverageBra-PastelGreen1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
84,22196924,MYN-22196924-34C,Verde,#008000,34C,12,0,0022196924090,https://assets.myntassets.com/assets/images/22196924/2023/3/2/3a647b11-9ec6-4722-bdd7-72af72da45be1677754453330ZivamePushUpWiredMediumCoverageBra-PastelGreen1.jpg,true,2026-09-12T13:13:00-04:00,2026-09-12T13:13:00-04:00
